M.prcp
0.34
0.2
0.45
0.22
1.6
0.03
0.1
0.32
0.04
0.31
0.04
0.26
0.02
0.77
1.62
0.03
0.3
0.4
0.01
0.35
1.27
0.12
0.33
0.07
0.16
0.37
0.72
0.14
0.05
0.03
0.05
0.79
0.04
0.04
0.06
0.09
0.2
0.01
0.02
0.69
0.06
0.03
0.17
0.29
0.05
0.05
0.02
0.03
0.06
0.3
0.05
0.05
0.11
0.08
1.03
0.05
0.2
0.21
0.3
0.72
0.14
0.03
0.03
0.25
0.22
0.13
0.41
0.31
2.05
2.11
0.01
0.02
0.07
0.11
2.87
0.05
0.11
0.4
0.39
0.03
0.11
0.13
0.11
0.01
0.02
0.03
0.01
0.02
0.14
0.18
0.07
0.24
0.91
0.05
0.06
0.05
0.02
0.02
0.01
0.08
0.17
0.11
0.04
0.07
0.14
0.02
0.15
0.21
0.53
0.13
0.05
0.02
0.01
0.05
0.02
0.02
0.03
0.38
0.06
0.02
0.04
0.01
0.01
0.1
0.09
0.03
0.03
0.13
0.07
1.35
0.24
0.1
0.14
0.16
0.95
0.02
0.26
0.01
0.1
0.25
0.02
0.07
0.06
0.05
0.37
0.11
0.2
0.08
0.22
1.25
0.06
0.2
0.02
0.01
0.03
0.04
0.4
0.12
0.11
0.4
0.01
0.08
0.7
0.01
0.01
0.02
0.24
0.15
0.1
0.15
1.37
0.05
0.15
0.03
0.09
0.01
1.0
0.06
0.11
0.05
0.03
0.02
0.02
0.48
0.01
0.03
0.12
0.01
0.38
0.02
0.04
0.33
0.02
0.06
0.03
0.03
0.02
0.02
0.04
0.28
0.35
0.04
0.01
0.05
0.07
0.04
0.01
0.81
0.03
3.46
0.04
0.03
0.16
0.46
0.02
0.03
0.06
0.61
0.14
0.08
0.07
0.14
1.02
0.31
0.06
0.15
0.25
0.38
0.49
0.2
0.04
0.18
0.59
1.49
0.08
0.05
0.02
0.12
0.05
0.17
1.0
0.06
0.06
0.02
0.34
0.17
1.02
0.02
0.03
0.04
0.01
0.27
0.15
0.15
0.94
0.33
0.02
0.09
0.17
0.06
0.01
0.34
0.75
0.06
0.02
0.07
1.02
0.09
0.25
0.04
0.22
0.43
0.01
0.05
0.01
0.25
0.04
0.07
0.42
0.05
0.04
0.36
0.23
0.06
0.01
0.07
0.01
0.06
0.61
0.42
0.12
0.07
0.17
0.83
3.35
1.32
0.9
1.84
1.19
2.33
6.7
0.02
0.37
0.32
0.46
0.34
1.2
0.04
0.15
0.31
1.04
0.05
0.18
0.12
0.3
0.6
0.01
0.14
0.09
1.16
0.03
0.01
0.29
0.23
0.16
0.35
0.22
0.01
0.01
0.07
0.15
0.05
0.1
0.23
0.11
0.16
1.35
0.05
0.04
0.03
0.11
1.0
0.11
0.02
0.03
0.18
0.03
0.03
0.74
0.14
0.44
0.07
0.08
0.12
1.0
0.02
0.19
0.01
0.03
0.02
0.01
0.13
0.1
0.25
0.24
2.46
0.02
0.05
0.17
0.04
0.35
0.9
0.01
0.14
0.14
0.14
0.6
2.07
0.18
0.02
0.12
0.03
0.02
0.04
0.01
0.08
0.08
0.21
0.06
0.11
0.08
2.15
2.28
1.22
2.15
1.45
0.15
0.05
0.02
1.79
0.7
0.4
0.94
0.4
2.32
1.2
0.12
0.32
0.41
0.08
1.08
0.03
0.13
0.2
0.04
0.14
0.07
0.31
2.3
0.01
0.21
0.31
0.3
0.1
0.02
0.12
0.85
0.17
0.23
0.95
0.17
0.1
0.75
0.01
0.08
0.45
0.05
0.12
0.02
0.39
0.04
0.01
0.04
0.01
0.02
0.56
0.02
0.33
0.01
0.28
0.02
0.39
0.3
0.48
0.4
0.47
1.3
0.07
0.04
0.14
0.01
0.03
0.03
0.27
0.04
0.62
0.13
0.25
0.77
0.02
0.02
0.01
0.05
0.2
0.55
0.07
0.83
1.14
